trial_index,subject,age,gender,lextale,rt,valence,condition,practice,acc,ctest
17,55,58,F,92.5,4820,negative,abstract,no,1,25
18,55,58,F,92.5,12498,positive,abstract,no,0,25
19,55,58,F,92.5,12574,positive,abstract,no,0,25
20,55,58,F,92.5,4179,positive,concrete,no,1,25
1,56,39,F,82.5,10453,negative,abstract,no,0,21
2,56,39,F,82.5,10587,positive,concrete,no,1,21
3,56,39,F,82.5,10808,positive,abstract,no,1,21
4,56,39,F,82.5,8395,negative,abstract,no,1,21
5,56,39,F,82.5,11447,negative,concrete,no,1,21
6,56,39,F,82.5,11948,negative,concrete,no,1,21
7,56,39,F,82.5,11821,positive,concrete,no,1,21
8,56,39,F,82.5,16839,negative,concrete,no,1,21
9,56,39,F,82.5,15547,negative,concrete,no,1,21
10,56,39,F,82.5,9298,positive,abstract,no,0,21
11,56,39,F,82.5,10653,negative,abstract,no,1,21
12,56,39,F,82.5,18023,negative,abstract,no,0,21
13,56,39,F,82.5,12363,positive,concrete,no,1,21
15,56,39,F,82.5,6575,positive,concrete,no,1,21
16,56,39,F,82.5,10432,positive,abstract,no,1,21
17,56,39,F,82.5,5575,positive,concrete,no,1,21
18,56,39,F,82.5,10630,negative,abstract,no,0,21
19,56,39,F,82.5,17832,positive,abstract,no,0,21
20,56,39,F,82.5,8482,negative,concrete,no,1,21
1,57,24,M,81.25,15621,positive,abstract,no,0,21
2,57,24,M,81.25,12280,positive,concrete,no,1,21
3,57,24,M,81.25,13003,negative,concrete,no,1,21
4,57,24,M,81.25,11487,negative,concrete,no,1,21
5,57,24,M,81.25,17291,positive,abstract,no,0,21
6,57,24,M,81.25,16010,negative,abstract,no,0,21
8,57,24,M,81.25,15200,negative,abstract,no,0,21
9,57,24,M,81.25,10813,positive,concrete,no,1,21
10,57,24,M,81.25,18006,negative,abstract,no,1,21
11,57,24,M,81.25,10912,positive,concrete,no,1,21
12,57,24,M,81.25,11456,negative,abstract,no,0,21
13,57,24,M,81.25,13962,positive,abstract,no,0,21
14,57,24,M,81.25,11576,positive,concrete,no,1,21
15,57,24,M,81.25,10566,negative,abstract,no,1,21
16,57,24,M,81.25,15230,negative,concrete,no,1,21
17,57,24,M,81.25,9949,negative,concrete,no,1,21
18,57,24,M,81.25,10907,positive,concrete,no,1,21
20,57,24,M,81.25,14002,negative,concrete,no,0,21
1,58,26,M,86.25,7475,negative,concrete,no,1,31
2,58,26,M,86.25,8090,negative,abstract,no,1,31
3,58,26,M,86.25,12857,positive,concrete,no,0,31
4,58,26,M,86.25,7065,positive,abstract,no,0,31
5,58,26,M,86.25,4000,negative,abstract,no,0,31
6,58,26,M,86.25,6270,positive,concrete,no,1,31
7,58,26,M,86.25,4550,positive,concrete,no,1,31
8,58,26,M,86.25,11194,negative,abstract,no,1,31
9,58,26,M,86.25,6828,negative,concrete,no,1,31
10,58,26,M,86.25,10598,negative,concrete,no,1,31
11,58,26,M,86.25,8979,positive,abstract,no,0,31
12,58,26,M,86.25,10849,negative,abstract,no,1,31
13,58,26,M,86.25,7479,positive,concrete,no,1,31
14,58,26,M,86.25,6801,negative,concrete,no,1,31
15,58,26,M,86.25,8603,positive,abstract,no,0,31
16,58,26,M,86.25,6722,positive,concrete,no,1,31
17,58,26,M,86.25,9849,negative,concrete,no,1,31
18,58,26,M,86.25,5351,negative,abstract,no,1,31
19,58,26,M,86.25,12237,positive,abstract,no,1,31
20,58,26,M,86.25,11946,positive,abstract,no,1,31
1,59,41,F,100,4198,negative,concrete,no,1,41
2,59,41,F,100,8209,negative,abstract,no,1,41
3,59,41,F,100,7051,positive,concrete,no,1,41
4,59,41,F,100,9382,negative,concrete,no,1,41
5,59,41,F,100,7620,positive,concrete,no,1,41
6,59,41,F,100,14977,positive,abstract,no,0,41
7,59,41,F,100,7974,negative,concrete,no,1,41
8,59,41,F,100,11297,negative,abstract,no,1,41
9,59,41,F,100,10803,positive,concrete,no,1,41
10,59,41,F,100,11970,negative,concrete,no,1,41
11,59,41,F,100,7289,negative,abstract,no,1,41
12,59,41,F,100,10685,positive,abstract,no,0,41
13,59,41,F,100,7272,positive,concrete,no,1,41
14,59,41,F,100,11151,negative,abstract,no,1,41
15,59,41,F,100,13463,positive,abstract,no,0,41
16,59,41,F,100,9316,positive,concrete,no,1,41
17,59,41,F,100,11603,positive,abstract,no,0,41
18,59,41,F,100,10196,positive,abstract,no,1,41
19,59,41,F,100,11759,negative,concrete,no,1,41
20,59,41,F,100,8945,negative,abstract,no,1,41
1,60,62,F,97.5,11183,negative,concrete,no,1,31
2,60,62,F,97.5,12825,negative,concrete,no,1,31
3,60,62,F,97.5,13899,positive,concrete,no,1,31
4,60,62,F,97.5,13031,positive,concrete,no,1,31
5,60,62,F,97.5,11032,positive,abstract,no,1,31
7,60,62,F,97.5,8947,negative,concrete,no,0,31
8,60,62,F,97.5,12550,negative,concrete,no,1,31
9,60,62,F,97.5,15479,positive,concrete,no,1,31
10,60,62,F,97.5,12883,positive,abstract,no,0,31
11,60,62,F,97.5,10524,negative,abstract,no,0,31
12,60,62,F,97.5,8901,positive,concrete,no,1,31
13,60,62,F,97.5,9618,positive,concrete,no,1,31
14,60,62,F,97.5,11800,positive,abstract,no,0,31
15,60,62,F,97.5,11633,negative,abstract,no,1,31
16,60,62,F,97.5,10823,negative,abstract,no,1,31
17,60,62,F,97.5,9928,negative,abstract,no,1,31
18,60,62,F,97.5,12135,positive,abstract,no,0,31
19,60,62,F,97.5,12909,positive,abstract,no,0,31
20,60,62,F,97.5,11620,negative,abstract,no,1,31
2,61,59,F,87.5,16641,negative,abstract,no,1,38
4,61,59,F,87.5,10481,positive,abstract,no,0,38
5,61,59,F,87.5,9351,negative,concrete,no,1,38
6,61,59,F,87.5,11677,positive,abstract,no,0,38
7,61,59,F,87.5,8049,negative,abstract,no,1,38
8,61,59,F,87.5,11530,negative,abstract,no,1,38
9,61,59,F,87.5,8885,positive,concrete,no,1,38
10,61,59,F,87.5,8700,positive,concrete,no,1,38
11,61,59,F,87.5,9370,negative,concrete,no,1,38
12,61,59,F,87.5,10912,positive,abstract,no,1,38
13,61,59,F,87.5,11384,negative,concrete,no,1,38
14,61,59,F,87.5,8919,positive,concrete,no,1,38
15,61,59,F,87.5,10066,negative,abstract,no,1,38
16,61,59,F,87.5,10971,positive,abstract,no,1,38
17,61,59,F,87.5,9612,negative,concrete,no,1,38
18,61,59,F,87.5,7146,positive,concrete,no,1,38
19,61,59,F,87.5,15204,positive,abstract,no,0,38
20,61,59,F,87.5,11061,negative,concrete,no,1,38
